PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status
PNR0000006083,11824,28/04/41,Sleeper,Tatkal,LKO,CNB,27/08/40,RAC,2,Adult,IRCTC Website,1411,5,27,Shatabdi,285,Defense Quota,No,,Confirmed
PNR0000006084,62774,29/04/41,2AC,Premium Tatkal,SBC,JHS,28/08/40,Confirmed,2,Senior Citizen,Counter,323,11,20,Superfast,,Defense Quota,Yes,,Confirmed
PNR0000006085,42675,30/04/41,2AC,,BCT,BBS,29/08/40,RAC,3,Child,Mobile App,1864,14,5,Shatabdi,201,Senior Citizen,Yes,,Confirmed
PNR0000006086,35120,01/05/41,2AC,General,SBC,NDLS,30/08/40,Waitlisted,4,Child,Counter,219,5,30,Superfast,10,None,Yes,WL072,Not Confirmed
PNR0000006087,82224,02/05/41,1AC,Ladies,SBC,SBC,31/08/40,Waitlisted,3,Child,Counter,261,9,21,SuperfaVt,43,Senior Citizen,No,WL016,Not Confirmed
PNR0000006088,41130,03/05/41,Sleeper,Tatkal,GKP,BCT,01/09/40,Waitlisted,2,Child,IRCTC Website,1869,19,10,Express,354,Defense Quota,Yes,WL002,Not Confirmed
PNR0000006089,89778,04/05/41,1AC,Ladies,LTT,SBC,02/09/40,RAC,2,Child,Counter,340,12,13,Shatabdi,120,Senior Citizen,No,,Confirmed
PNR0000006090,55557,05/05/41,,General,CSMT,NDLS,09/03/40,Waitlisted,2,Senior Citizen,Counter,897,19,24,Shatabdi,450,Defense Quota,Yes,WL157,Not Confirmed
PNR0000006091,70810,06/05/41,3AC,Tatkal,BCT,HWH,04/09/40,Confirmed,3,Senior Citizen,Mobile App,1522,18,23,Shatabdi,306,None,Yes,,Confirmed
PNR0000006092,39374,05/07/41,2AC,Ladies,JU,ADI,05/09/40,Waitlisted,4,Child,IRCTC Website,499,16,22,Express,212,Senior Citizen,No,WL137,Not Confirmed
PNR0000006093,90837,08/05/41,,Ladies,JHS,BCT,06/09/40,Waitlisted,4,Child,IRCTC Website,1868,9,13,Express,430,None,No,WL182,Not Confirmed
PNR0000006094,37543,09/05/41,2AC,Ladies,ASR,SC,07/09/40,Waitlisted,3,Child,Counter,129,13,9,Express,325,None,No,WL023,Not Confirmed
PNR0000006095,98008,10/05/41,3AC,Premium Tatkal,GKP,CNB,08/09/40,Confirmed,1,Senior Citizen,Mobile App,641,18,44,Rajdhani,,None,No,,Confirmed
PNR0000006096,32326,11/05/41,Sleeper,General,MPCT,UMB,09/09/40,Waitlisted,3,Child,IRCTC Website,1418,15,33,Superfast,438,Defense Quota,Yes,WL046,Not Confirmed
PNR0000006097,28744,05/12/41,1AC,Ladies,MMCT,NDLS,10/09/40,Waitlisted,2,Senior Citizen,IRCTC Website,1847,4,5,Superfast,225,Senior Citizen,Yes,WL117,Not Confirmed
PNR0000006098,29885,13/05/41,Sleeper,Ladies,LTT,DSMT,11/09/40,RAC,5,Child,Counter,958,11,20,Express,99,None,Yes,,Confirmed
PNR0000006099,41796,14/05/41,1AC,Tatkal,CNB,BBS,12/09/40,Waitlisted,1,Adult,Mobile App,304,4,13,Rajdhani,288,Senior Citizen,No,WL030,Not Confirmed
PNR0000006100,42720,15/05/41,3AC,Tatkal,ASR,MAS,13/09/40,Confirmed,4,Child,,1713,8,21,Express,230,Defense Quota,Yes,,Confirmed
PNR0000006101,46025,16/05/41,,Tatkal,GKP,CSMT,14/09/40,RAC,3,Child,Counter,333,5,12,Shatabdi,148,None,Yes,,Confirmed
PNR0000006102,34889,17/05/41,3AC,Tatkal,LKO,MAS,15/09/40,RAC,5,Child,Mobile App,1352,19,41,Superfast,238,Senior Citizen,Yes,,Confirmed
PNR0000006103,27966,18/05/41,Sleeper,Tatkal,NDLS,ADI,16/09/40,RAC,4,Adult,Counter,1072,7,11,Rajdhani,375,None,No,,Confirmed
PNR0000006104,83276,19/05/41,1AC,,KOAA,BCT,17/09/40,RAC,4,Senior Citizen,IRCTC Website,1789,11,33,Shatabdi,,Defense Quota,Yes,,Confirmed
PNR0000006105,91315,20/05/41,Sleeper,Tatkal,BCT,SC,18/09/40,Confirmed,1,Adult,IRCTC Website,677,3,10,Express,366,None,Yes,,Confirmed
PNR0000006106,61023,21/05/41,3AC,Ladies,JU,ADI,19/09/40,RAC,2,Senior Citizen,Mobile App,597,18,38,Express,330,Senior Citizen,Yes,,Confirmed
PNR0000006107,43679,22/05/41,,Premium Tatkal,LKO,LKO,09-20-2040,Confirmed,5,Senior Citizen,Counter,1915,10,31,Superfast,,None,No,,Confirmed
PNR0000006108,16037,23/05/41,Sleeper,Ladies,NJP,LOAA,21/09/40,Confirmed,3,Senior Citizen,Counter,475,18,9,SAperfast,18,Senior Citizen,Yes,,Confirmed
PNR0000006109,80763,24/05/41,,General,HWH,KOAW,22/09/40,Confirmed,1,Adult,Counter,997,18,27,ExprJss,215,Senior Citizen,Yes,,Confirmed
PNR0000006110,83517,25/05/41,Sleeper,Tatkal,LKO,KOAA,23/09/40,Waitlisted,2,Senior Citizen,IRCTC Website,1993,8,22,Rajdhani,398,None,Yes,WL011,Not Confirmed
PNR0000006111,96076,26/05/41,Sleeper,Ladies,JHS,BBS,24/09/40,Waitlisted,5,Adult,Counter,313,9,45,Shatabdi,236,None,Yes,WL018,Not Confirmed
PNR0000006112,87124,27/05/41,3AC,General,BCT,BSB,25/09/40,Confirmed,3,Child,IRCTC Website,453,19,5,Superfast,468,Defense Quota,No,,Confirmed
PNR0000006113,43435,28/05/41,,General,JHS,MAS,26/09/40,RAC,4,Adult,Mobile App,90,4,37,Shatabdi,234,Defense Quota,Yes,,Confirmed
PNR0000006114,65395,29/05/41,,Tatkal,KOAA,SC,09-27-2040,Confirmed,1,Senior Citizen,Mobile App,987,15,44,Express,458,Senior Citizen,Yes,,Confirmed
PNR0000006115,21942,05-30-2041,,Tatkal,SC,HWH,28/09/40,Waitlisted,4,Senior Citizen,Counter,1303,3,28,Superfast,140,Defense Quota,No,,Not Confirmed
PNR0000006116,35042,31/05/41,3AC,Ladies,SC,BCT,29/09/40,Waitlisted,1,Child,Mobile App,651,13,16,Shatabdi,441,None,No,WL091,Not Confirmed
PNR0000006117,75837,01/06/41,,Ladies,SBC,CNB,30/09/40,Waitlisted,3,Child,Counter,160,16,14,Rajdhani,461,Defense Quota,No,WL184,Not Confirmed
PNR0000006118,34937,02/06/41,1AC,Ladies,KOAA,CNB,01/10/40,Waitlisted,3,Adult,,706,3,47,Shatabdi,,None,No,WL111,Not Confirmed
PNR0000006119,74500,03/06/41,3AC,General,CNB,JU,02/10/40,Confirmed,1,Adult,IRCTC Website,1186,2,16,Superfast,283,None,No,,Confirmed
PNR0000006120,41864,04/06/41,2AC,Premium Tatkal,CNB,MMCT,03/10/40,RAC,3,Child,IRCTC Website,731,15,17,Express,162,None,No,,Confirmed
PNR0000006121,66014,05/06/41,1AC,Tatkal,HWH,JU,04/10/40,RAC,5,Adult,IRCTC Website,1762,15,17,Superfast,50,None,No,,Confirmed
PNR0000006122,50126,06/06/41,3AC,,MMCT,ASR,05/10/40,Confirmed,4,Adult,IRCTC Website,210,16,38,Express,122,Senior Citizen,Yes,,Confirmed
PNR0000006123,90862,07/06/41,1AC,Premium Tatkal,MMCT,LKO,06/10/40,Waitlisted,1,Adult,IRCTC Website,1944,8,20,Express,,None,Yes,WL116,Not Confirmed
PNR0000006124,21002,08/06/41,Sleeper,Ladies,MAS,ASR,07/10/40,Waitlisted,2,Adult,Mobile App,819,3,26,Rajdhani,466,Defense Quota,No,WL193,Not Confirmed
PNR0000006125,86484,09/06/41,1AC,Tatkal,CNB,PNBE,08/10/40,Confirmed,1,Adult,Counter,781,10,20,Express,314,Senior Citizen,No,,Confirmed
PNR0000006126,83415,10/06/41,2AC,Premium Tatkal,CNB,GKP,09/10/40,Confirmed,5,Child,,1783,9,35,Superfast,,None,No,,Confirmed
PNR0000006127,62262,11/06/41,1AC,Tatkal,MAS,BBS,10/10/40,Waitlisted,2,Child,Counter,667,13,28,Rajdhani,40,None,No,WL005,Not Confirmed
PNR0000006128,88919,12/06/41,2AC,General,JHS,JU,11/10/40,Waitlisted,2,Child,Mobile App,1488,15,36,Rajdhani,73,Senior Citizen,Yes,WL117,Not Confirmed
PNR0000006129,53480,13/06/41,1AC,General,CNB,KOAA,12/10/40,Confirmed,1,Senior Citizen,Mobile App,1053,5,41,Express,149,Defense Quota,Yes,,Confirmed
PNR0000006130,85193,14/06/41,,Tatkal,SBC,CSMT,13/10/40,RAC,2,Senior Citizen,Counter,151,4,13,Shatabdi,360,None,Yes,,Confirmed
PNR0000006131,74050,15/06/41,3AC,Tatkal,ADI,SC,14/10/40,RAC,1,Adult,Counter,1757,3,27,Express,,Defense Quota,No,,Confirmed
PNR0000006132,82730,16/06/41,Sleeper,Ladies,LKO,BSB,15/10/40,RAC,4,Adult,IRCTC Website,582,6,6,Superfast,13,Senior Citizen,Yes,,Confirmed
PNR0000006133,20994,06-17-2041,Sleeper,Ladies,NDLS,LTT,16/10/40,Waitlisted,4,Adult,Mobile App,1729,10,47,Rajdhani,484,Defense Quota,No,,Not Confirmed
PNR0000006134,22319,06-18-2041,2AC,Premium Tatkal,MAS,HWH,17/10/40,Waitlisted,5,Child,Mobile App,89,9,14,Express,,Defense Quota,Yes,WL071,Not Confirmed
PNR0000006135,83888,19/06/41,2AC,General,ADI,SC,18/10/40,RAC,5,Senior Citizen,IRCTC Website,237,9,22,Express,154,Defense Quota,No,,Confirmed
PNR0000006136,25697,20/06/41,Sleeper,Premium Tatkal,GKP,SC,19/10/40,RAC,4,Senior Citizen,IRCTC Website,970,5,47,Shatabdi,343,Defense Quota,Yes,,Confirmed
PNR0000006137,91041,21/06/41,3AC,Tatkal,GKP,BSB,20/10/40,RAC,1,Senior Citizen,IRCTC Website,428,18,16,Express,470,Defense Quota,No,,Confirmed
PNR0000006138,47138,22/06/41,,General,MAS,UMB,21/10/40,RAC,5,Child,Mobile App,1104,19,19,Shatabdi,103,Senior Citizen,No,,Confirmed
PNR0000006139,75517,23/06/41,1AC,Premium Tatkal,LKO,ADI,22/10/40,Confirmed,5,Child,Counter,383,7,12,Rajdhani,195,Senior Citizen,Yes,,Confirmed
PNR0000006140,31047,06-24-2041,,Premium Tatkal,BSB,HWH,23/10/40,Waitlisted,5,Senior Citizen,Mobile App,804,7,47,Superfast,,None,Yes,WL021,Not Confirmed
PNR0000006141,91122,25/06/41,Sleeper,Ladies,HWH,BCT,24/10/40,Waitlisted,1,Senior Citizen,Mobile App,1498,15,8,Superfast,8,None,Yes,WL121,Not Confirmed
PNR0000006142,11128,26/06/41,,Premium Tatkal,UMB,NJP,25/10/40,RAC,1,Child,IRCTC Website,428,14,28,Superfast,45,None,Yes,,Confirmed
PNR0000006143,73282,27/06/41,1AC,Premium Tatkal,SBC,BBS,26/10/40,Confirmed,3,Child,Mobile App,1266,15,18,Express,382,None,Yes,,Confirmed
PNR0000006144,43083,28/06/41,2AC,General,MMCT,JU,27/10/40,Waitlisted,4,Child,Counter,1139,9,3,Express,386,Defense Quota,No,WL182,Not Confirmed
PNR0000006145,29627,29/06/41,3AC,General,GKP,ADI,28/10/40,Waitlisted,2,Child,IRCTC Website,1330,18,37,Superfast,141,Senior Citizen,No,WL077,Not Confirmed
PNR0000006146,71051,30/06/41,2AC,Premium Tatkal,JU,GKP,29/10/40,Waitlisted,4,Adult,Mobile App,798,16,4,ExprEss,453,None,Yes,WL002,Not Confirmed
PNR0000006147,44961,01/07/41,3AC,,JP,CSMT,30/10/40,Confirmed,4,Adult,Mobile App,1184,2,21,Superfast,268,Senior Citizen,Yes,,Confirmed
PNR0000006148,25642,07/02/41,1AC,,ASR,JHS,31/10/40,Confirmed,2,Senior Citizen,Mobile App,1752,11,19,Superfast,231,Senior Citizen,Yes,,Confirmed
PNR0000006149,31783,03/07/41,Sleeper,Ladies,KOAA,GKP,01/11/40,RAC,3,Child,Mobile App,1108,12,3,Express,444,Defense Quota,Yes,,Confirmed
PNR0000006150,49958,04/07/41,Sleeper,Ladies,NDLS,MMCT,02/11/40,Waitlisted,5,Adult,Mobile App,1408,9,21,Express,323,Senior Citizen,Yes,,Not Confirmed
PNR0000006151,72035,05/07/41,2AC,Premium Tatkal,MMCT,PNBE,03/11/40,Confirmed,3,Senior Citizen,IRCTC Website,375,15,24,Express,267,Senior Citizen,No,,Confirmed
PNR0000006152,72151,06/07/41,1AC,Tatkal,JHS,LTT,04/11/40,Confirmed,1,Senior Citizen,IRCTC Website,1112,8,20,Rajdhani,10,None,Yes,,Confirmed
PNR0000006153,77211,07/07/41,Sleeper,Premium Tatkal,PNBE,MMCT,05/11/40,RAC,2,Senior Citizen,IRCTC Website,1910,9,27,Rajdhani,470,Defense Quota,Yes,,Confirmed
PNR0000006154,51663,07/08/41,3AC,General,UMB,BBS,06/11/40,Waitlisted,5,Senior Citizen,Counter,802,19,10,Shatabdi,256,None,No,,Not Confirmed
PNR0000006155,56084,09/07/41,2AC,General,KOAA,HWH,07/11/40,RAC,2,Adult,,471,17,13,Rajdhani,,Defense Quota,Yes,,Confirmed
PNR0000006156,69261,10/07/41,3AC,General,GKP,BSB,08/11/40,RAC,5,Senior Citizen,IRCTC Website,1409,8,27,Express,,None,Yes,,Confirmed
PNR0000006157,40841,11/07/41,3AC,General,SBC,SBC,09/11/40,Confirmed,5,Adult,IRCTC Website,666,18,16,Rajdhani,146,None,Yes,,Confirmed
PNR0000006158,32169,12/07/41,Sleeper,,SBC,HWH,10/11/40,Confirmed,1,Child,Mobile App,94,9,13,Rajdhani,199,Defense Quota,No,,Confirmed
PNR0000006159,21198,13/07/41,,Premium Tatkal,KOAA,GKP,11/11/40,RAC,3,Senior Citizen,Mobile App,1446,3,8,Express,192,None,Yes,,Confirmed
PNR0000006160,49780,14/07/41,Sleeper,,CNB,NJP,12/11/40,Confirmed,2,Child,Mobile App,1745,15,46,Express,324,Defense Quota,Yes,,Confirmed
PNR0000006161,38824,15/07/41,1AC,Premium Tatkal,KOAA,BCT,13/11/40,Confirmed,2,Child,Mobile App,514,13,25,Express,447,Senior Citizen,Yes,,Confirmed
PNR0000006162,54175,16/07/41,1AC,Tatkal,JU,NDLS,14/11/40,Confirmed,1,Senior Citizen,IRCTC Website,931,3,23,Express,369,Senior Citizen,Yes,,Confirmed
PNR0000006163,84249,17/07/41,,Ladies,LKO,CSMT,15/11/40,Confirmed,4,Child,,438,15,3,Express,220,None,Yes,,Confirmed
PNR0000006164,63466,18/07/41,3AC,Tatkal,BBS,JHS,16/11/40,Confirmed,5,Senior Citizen,IRCTC Website,1886,5,10,Express,74,Senior Citizen,Yes,,Confirmed
PNR0000006165,28811,19/07/41,1AC,General,KOAA,MMCT,17/11/40,RAC,2,Senior Citizen,IRCTC Website,439,15,7,Superfast,496,Senior Citizen,Yes,,Confirmed
PNR0000006166,72999,20/07/41,1AC,Tatkal,JP,NDLS,18/11/40,Waitlisted,2,Child,IRCTC Website,1192,17,12,Superfast,258,None,Yes,WL063,Not Confirmed
PNR0000006167,15593,21/07/41,1AC,Ladies,JU,NDLS,19/11/40,Waitlisted,5,Child,Mobile App,1063,7,41,Express,247,None,No,WL001,Not Confirmed
PNR0000006168,43526,22/07/41,2AC,General,LTT,KOAA,20/11/40,Waitlisted,2,Adult,Mobile App,884,4,15,Rajdhani,495,Defense Quota,Yes,,Not Confirmed
PNR0000006169,86910,23/07/41,,Ladies,JHS,LTT,21/11/40,Confirmed,4,Senior Citizen,Mobile App,1384,6,9,Rajdhani,330,None,Yes,,Confirmed
PNR0000006170,20009,24/07/41,2AC,Tatkal,NDLS,JHS,22/11/40,RAC,1,Child,Mobile App,253,11,38,Shatabdi,468,Senior Citizen,Yes,,Confirmed
PNR0000006171,59128,25/07/41,2AC,Premium Tatkal,CNB,KOAA,23/11/40,Waitlisted,3,Senior Citizen,Counter,673,2,22,Rajdhani,236,Senior Citizen,No,WL186,Not Confirmed
PNR0000006172,15184,26/07/41,2AC,Premium Tatkal,JP,JHS,24/11/40,Confirmed,1,Adult,IRCTC Website,258,2,36,Express,28,Senior Citizen,Yes,,Confirmed
PNR0000006173,57435,27/07/41,3AC,General,KOAA,UMB,25/11/40,Waitlisted,3,Senior Citizen,IRCTC Website,345,18,35,Shatabdi,361,Senior Citizen,Yes,WL116,Not Confirmed
PNR0000006174,96387,28/07/41,Sleeper,Premium Tatkal,NDLS,JU,26/11/40,Waitlisted,2,Child,IRCTC Website,703,2,5,Express,59,Senior Citizen,No,WL181,Not Confirmed
PNR0000006175,25451,29/07/41,3AC,Tatkal,CSMT,ADI,27/11/40,RAC,2,Child,Counter,1778,8,15,Shatabdi,68,Defense Quota,Yes,,Confirmed
PNR0000006176,62359,30/07/41,2AC,Premium Tatkal,NJP,ASR,28/11/40,Confirmed,5,Adult,Counter,1411,11,19,Superfast,411,Defense Quota,Yes,,Confirmed
PNR0000006177,12594,31/07/41,,Tatkal,BCT,CNB,29/11/40,Confirmed,3,Child,Counter,1299,9,4,Shatabdi,173,Senior Citizen,No,,Confirmed
PNR0000006178,69054,01/08/41,2AC,Ladies,SBC,JP,30/11/40,Waitlisted,2,Adult,Counter,1965,16,15,Shatabdi,499,None,No,WL125,Not Confirmed
PNR0000006179,77211,02/08/41,3AC,Premium Tatkal,BBS,BSB,01/12/40,Waitlisted,1,Child,IRCTC Website,1007,4,24,Shatabdi,143,Defense Quota,Yes,WL138,Not Confirmed
PNR0000006180,13827,03/08/41,Sleeper,Ladies,ADI,ASR,02/12/40,Waitlisted,4,Senior Citizen,Counter,216,18,34,Superfast,456,None,Yes,WL019,Not Confirmed
PNR0000006181,73255,04/08/41,Sleeper,Tatkal,ASR,PNBE,03/12/40,Waitlisted,2,Senior Citizen,IRCTC Website,151,5,47,Rajdhani,199,None,No,,Not Confirmed
PNR0000006182,39163,05/08/41,2AC,Premium Tatkal,JU,MAS,04/12/40,Confirmed,5,Senior Citizen,IRCTC Website,1129,15,15,Shatabdi,,Senior Citizen,Yes,,Confirmed
PNR0000006183,37968,06/08/41,2AC,General,NJP,JU,05/12/40,Confirmed,4,Child,Counter,255,3,5,Superfast,354,None,Yes,,Confirmed
PNR0000006184,56443,07/08/41,3AC,Premium Tatkal,BSB,KOAA,06/12/40,Confirmed,4,Child,Counter,1188,13,7,Rajdhani,208,Defense Quota,No,,Confirmed
PNR0000006185,61145,08/08/41,3AC,,UMB,JHS,07/12/40,Confirmed,3,Child,Mobile App,1047,5,37,Express,81,None,No,,Confirmed
PNR0000006186,37705,09/08/41,Sleeper,Premium Tatkal,BSB,CXMT,08/12/40,RAC,3,Senior Citizen,Mobile App,757,16,8,Rajdhani,118,Senior Citizen,No,,Confirmed
PNR0000006187,33794,10/08/41,3AC,Ladies,MMCT,UMB,09/12/40,Waitlisted,5,Senior Citizen,IRCTC Website,154,4,9,Express,360,None,No,WL144,Not Confirmed
PNR0000006188,79916,11/08/41,1AC,General,GKP,BSB,10/12/40,Waitlisted,4,Adult,Counter,475,16,24,Superfast,263,Senior Citizen,No,WL008,Not Confirmed
PNR0000006189,20527,12/08/41,2AC,Tatkal,JP,SBC,11/12/40,Waitlisted,2,Child,Counter,447,17,44,Shatabdi,491,Defense Quota,Yes,WL177,Not Confirmed
PNR0000006190,34941,13/08/41,1AC,Ladies,LTT,GKP,12/12/40,RAC,2,Child,Mobile App,1415,4,19,ShAtabdi,,Senior Citizen,No,,Confirmed
PNR0000006191,74406,14/08/41,1AC,General,MAS,SC,13/12/40,RAC,3,Child,Mobile App,579,18,34,SuperfasQ,106,None,No,,Confirmed
PNR0000006192,74072,15/08/41,2AC,Tatkal,BCT,LTT,14/12/40,RAC,5,Senior Citizen,,1805,5,13,Express,18,None,No,,Confirmed
PNR0000006193,59195,16/08/41,Sleeper,Tatkal,MAS,BCT,12-15-2040,Waitlisted,4,Senior Citizen,Mobile App,194,19,20,Rajdhani,318,Senior Citizen,No,WL186,Not Confirmed
PNR0000006194,23795,17/08/41,3AC,General,NDLS,NDLS,16/12/40,Waitlisted,3,Adult,IRCTC Website,60,8,9,Superfast,308,Defense Quota,No,,Not Confirmed
PNR0000006195,92003,18/08/41,3AC,,ADI,HWH,17/12/40,Waitlisted,5,Child,Counter,720,15,39,Superfast,222,None,No,WL155,Not Confirmed
PNR0000006196,90279,19/08/41,,Premium Tatkal,PNBE,NJP,18/12/40,RAC,1,Senior Citizen,IRCTC Website,307,13,38,Superfast,149,Defense Quota,Yes,,Confirmed
PNR0000006197,96960,20/08/41,1AC,Premium Tatkal,ASR,BCT,19/12/40,Confirmed,1,Adult,,1256,10,37,Superfast,,Senior Citizen,Yes,,Confirmed
PNR0000006198,65457,21/08/41,2AC,Tatkal,UMB,ASR,20/12/40,Confirmed,1,Senior Citizen,IRCTC Website,603,11,32,Express,2,Defense Quota,No,,Confirmed
PNR0000006199,72189,08-22-2041,Sleeper,Premium Tatkal,LKO,KOAA,21/12/40,Confirmed,1,Adult,Counter,1170,13,27,Express,,Senior Citizen,Yes,,Confirmed
PNR0000006200,12367,23/08/41,Sleeper,General,SC,JP,22/12/40,Confirmed,4,Child,Counter,1396,18,31,Shatabdi,464,None,No,,Confirmed
PNR0000006201,54917,08-24-2041,1AC,Tatkal,NDLS,ADI,23/12/40,Confirmed,3,Senior Citizen,IRCTC Website,305,6,31,Superfast,78,None,Yes,,Confirmed
PNR0000006202,11831,25/08/41,Sleeper,Ladies,MMCT,JU,24/12/40,Waitlisted,3,Senior Citizen,Mobile App,1633,13,39,Shatabdi,411,None,Yes,WL184,Not Confirmed
PNR0000006203,46776,26/08/41,3AC,General,NDLS,MAS,25/12/40,RAC,2,Child,Counter,357,18,9,Superfast,467,Senior Citizen,Yes,,Confirmed
PNR0000006204,88447,08-27-2041,Sleeper,Ladies,SBC,CSMT,26/12/40,Waitlisted,2,Child,Mobile App,514,14,9,Express,,None,No,WL142,Not Confirmed
PNR0000006205,42491,28/08/41,3AC,Ladies,CNB,JHS,27/12/40,Confirmed,1,Adult,Counter,205,7,24,Express,,Defense Quota,No,,Confirmed
PNR0000006206,56727,29/08/41,1AC,Ladies,SC,BBS,28/12/40,Confirmed,4,Senior Citizen,Counter,769,13,10,Superfast,168,Senior Citizen,Yes,,Confirmed
PNR0000006207,75529,30/08/41,1AC,Premium Tatkal,KOAA,MMCT,29/12/40,Confirmed,2,Adult,IRCTC Website,1416,10,7,Superfast,,Senior Citizen,No,,Confirmed
PNR0000006208,70981,31/08/41,1AC,Tatkal,JHS,ASR,30/12/40,RAC,1,Child,IRCTC Website,1927,5,12,Express,72,None,No,,Confirmed
PNR0000006209,26578,01/09/41,1AC,General,GKP,NJP,31/12/40,Confirmed,5,Senior Citizen,IRCTC Website,455,16,33,RVjdhani,181,Defense Quota,Yes,,Confirmed
PNR0000006210,81226,02/09/41,Sleeper,General,SBC,JHS,01/01/41,Confirmed,4,Adult,Mobile App,809,19,9,Express,263,Senior Citizen,Yes,,Confirmed
PNR0000006211,51377,03/09/41,3AC,Ladies,MMCT,ADI,02/01/41,RAC,2,Child,IRCTC Website,882,7,45,Rajdhani,69,None,Yes,,Confirmed
PNR0000006212,65615,09/04/41,1AC,Premium Tatkal,SC,BSB,03/01/41,Waitlisted,2,Senior Citizen,Counter,737,6,27,Rajdhani,350,Defense Quota,No,WL008,Not Confirmed
PNR0000006213,31814,05/09/41,,Tatkal,LTT,KOAA,04/01/41,Confirmed,2,Senior Citizen,Counter,1539,14,38,Rajdhani,58,None,No,,Confirmed
PNR0000006214,21398,06/09/41,Sleeper,Premium Tatkal,LTT,HWH,05/01/41,Confirmed,1,Adult,Counter,324,19,12,Rajdhani,231,Senior Citizen,Yes,,Confirmed
PNR0000006215,39812,07/09/41,Sleeper,,LKO,PNBE,06/01/41,RAC,3,Child,,530,11,28,Superfast,180,Defense Quota,No,,Confirmed
PNR0000006216,87620,08/09/41,3AC,,HWH,CNB,07/01/41,Confirmed,2,Child,Mobile App,309,17,9,Superfast,270,Senior Citizen,Yes,,Confirmed
PNR0000006217,76665,09/09/41,2AC,Premium Tatkal,HWH,NDLS,08/01/41,Confirmed,2,Senior Citizen,Mobile App,331,10,34,Rajdhani,291,Defense Quota,No,,Confirmed
PNR0000006218,94848,10/09/41,1AC,Premium Tatkal,JHS,BSB,09/01/41,RAC,2,Child,IRCTC Website,1052,2,19,Express,,Defense Quota,No,,Confirmed
PNR0000006219,33705,11/09/41,2AC,Tatkal,NJP,MMCT,10/01/41,RAC,1,Senior Citizen,IRCTC Website,1901,12,45,Express,159,None,Yes,,Confirmed
PNR0000006220,60226,12/09/41,Sleeper,,MMCT,ASR,11/01/41,Confirmed,4,Child,Mobile App,1767,2,20,Superfast,,None,Yes,,Confirmed
PNR0000006221,75527,13/09/41,Sleeper,Premium Tatkal,LKO,GKP,12/01/41,RAC,3,Senior Citizen,Mobile App,1519,15,42,Express,452,Defense Quota,Yes,,Confirmed
PNR0000006222,31111,14/09/41,Sleeper,Ladies,BCT,KOAA,13/01/41,Confirmed,4,Child,Mobile App,745,8,44,Superfast,278,Defense Quota,Yes,,Confirmed
PNR0000006223,17343,15/09/41,1AC,General,NJP,LTT,14/01/41,Waitlisted,5,Senior Citizen,Mobile App,192,7,11,Rajdhani,360,None,No,WL191,Not Confirmed
PNR0000006224,76005,16/09/41,2AC,Premium Tatkal,GKP,LKO,15/01/41,Waitlisted,1,Child,Counter,1409,11,31,Express,110,None,No,WL188,Not Confirmed
PNR0000006225,43622,17/09/41,1AC,Ladies,NDMS,NDLS,16/01/41,Waitlisted,1,Child,Counter,1936,7,45,Rajdhani,130,Senior Citizen,Yes,WL069,Not Confirmed
PNR0000006226,59439,18/09/41,2AC,General,LTT,BBS,17/01/41,Confirmed,2,Child,IRCTC Website,1682,7,42,Superfast,58,Defense Quota,Yes,,Confirmed
PNR0000006227,70180,19/09/41,1AC,General,MAS,CSMT,18/01/41,RAC,5,Senior Citizen,Mobile App,453,14,45,Shatabdi,,Defense Quota,Yes,,Confirmed
PNR0000006228,75253,20/09/41,3AC,General,MMCT,LTT,19/01/41,Waitlisted,4,Senior Citizen,IRCTC Website,1166,3,12,Shatabdi,427,None,No,WL032,Not Confirmed
PNR0000006229,54930,21/09/41,1AC,Ladies,ASR,MMCT,20/01/41,Waitlisted,3,Senior Citizen,Mobile App,1927,3,39,Rajdhani,331,Defense Quota,Yes,WL023,Not Confirmed
PNR0000006230,14784,22/09/41,Sleeper,General,MAS,BCT,01-21-2041,RAC,4,Child,Counter,1983,9,46,Shatabdi,491,Senior Citizen,No,,Confirmed
PNR0000006231,89853,23/09/41,Sleeper,Premium Tatkal,LTT,JHS,22/01/41,Waitlisted,4,Adult,IRCTC Website,1300,14,26,Superfast,340,None,Yes,WL036,Not Confirmed
PNR0000006232,94563,24/09/41,Sleeper,Premium Tatkal,JHS,SBC,23/01/41,Waitlisted,1,Senior Citizen,IRCTC Website,1633,7,22,Rajdhani,172,Defense Quota,Yes,WL087,Not Confirmed
PNR0000006233,47267,25/09/41,3AC,Premium Tatkal,JP,SC,24/01/41,RAC,2,Adult,IRCTC Website,1079,13,23,Shatabdi,,None,Yes,,Confirmed
PNR0000006234,41033,26/09/41,3AC,Ladies,MAS,KOAA,25/01/41,Waitlisted,3,Child,Counter,155,9,29,Rajdhani,404,Senior Citizen,Yes,WL134,Not Confirmed
PNR0000006235,12073,27/09/41,,Premium Tatkal,HWH,LKO,26/01/41,Confirmed,4,Senior Citizen,IRCTC Website,121,9,43,Shatabdi,53,Defense Quota,No,,Confirmed
